Βίβλος	[The] book
Διαμαρτύρομαι	I earnestly declare
ἐνώπιον	before
τοῦ	-
Θεοῦ	God
καὶ	and
Χριστοῦ	Christ
Ἰησοῦ,	Jesus,
τοῦ	the [One]
μέλλοντος	being about
κρίνειν	to judge
ζῶντας	[the] living
καὶ	and
νεκρούς,	[the] dead,
καὶ	and
αὐτοῦ	of Him
τὴν	by the
ἐπιφάνειαν	appearing
καὶ	and
αὐτοῦ·	of Him:
τὴν	the
βασιλείαν	kingdom
κήρυξον	Preach
τὸν	the
λόγον,	word;
ἐπίστηθι	be ready
εὐκαίρως	in season
ἀκαίρως,	[and] out of season;
ἔλεγξον,	convict,
ἐπιτίμησον,	rebuke,
παρακάλεσον,	[and] exhort,
ἐν	with
πάσῃ	complete
μακροθυμίᾳ	patience
καὶ	and
διδαχῇ.	instruction.
γὰρ	for
καιρὸς	a time
Ἔσται	There will be
ὅτε	when
οὐκ	not
ἀνέξονται,	they will endure,
τῆς	-
ὑγιαινούσης	sound
διδασκαλίας	teaching
ἀλλὰ	but
κνηθόμενοι	having an itching
τὴν	-
ἀκοήν,	ear,
ἐπισωρεύσουσιν	they will gather around [them]
ἑαυτοῖς	to themselves
διδασκάλους	teachers,
κατὰ	according to
τὰς	the
ἰδίας	own
ἐπιθυμίας	desires,
καὶ	and
ἀποστρέψουσιν,	they will turn away;
τὴν	-
ἀκοὴν	hearing,
ἀπὸ	from
μὲν	indeed
τῆς	the
ἀληθείας	truth
δὲ	then
ἐκτραπήσονται.	they will be turned aside.
ἐπὶ	unto
τοὺς	-
μύθους	myths
δὲ	however,
Σὺ	You
νῆφε	be sober
ἐν	in
πᾶσιν,	all things,
κακοπάθησον,	endure afflictions,
ποίησον	do
ἔργον	[the] work
εὐαγγελιστοῦ,	of an evangelist,
πληροφόρησον.	fully carry out.
σου	of you
τὴν	the
διακονίαν	ministry
γὰρ	for
Ἐγὼ	I
ἤδη	already
σπένδομαι,	am being poured out,
καὶ	and
ὁ	the
καιρὸς	time
τῆς	of the
μου	of me
ἀναλύσεώς	departure
ἐφέστηκεν.	is come.
ἠγώνισμαι,	I have fought,
τὸν	The
καλὸν	good
ἀγῶνα	fight
τετέλεκα,	I have finished,
τὸν	the
δρόμον	race
τετήρηκα·	I have kept.
τὴν	the
πίστιν	faith
λοιπὸν	From now on
ὁ	the
στέφανος,	crown,
τῆς	-
δικαιοσύνης	of righteousness
ἀπόκειταί	is laid up
μοι	for me
ὃν	which
ὁ	the
κύριος	Lord
ὁ	the
δίκαιος	righteous
κριτής,	judge;
ἀποδώσει	will award
μοι	to me
ἐν	in
ἐκείνῃ	that
τῇ	-
ἡμέρᾳ,	day,
δὲ	however
οὐ	not
μόνον	only
ἐμοὶ	to me,
ἀλλὰ	but
καὶ	also
πᾶσι	to all
τοῖς	those
ἠγαπηκόσι	loving
αὐτοῦ.	of Him.
τὴν	the
ἐπιφάνειαν	appearing
Σπούδασον	Be diligent
ἐλθεῖν	to come
πρός	to
με	me
ταχέως·	quickly;
γάρ	for
Δημᾶς	Demas
ἀγαπήσας	having loved
τὸν	the
νῦν	present
αἰῶνα,	age,
ἐγκατέλιπεν	has deserted,
με	me
καὶ	and
ἐπορεύθη	he has gone
εἰς	to
Θεσσαλονίκην,	Thessalonica,
Κρήσκης	Crescens
εἰς	to
Γαλατίαν,	Galatia,
Τίτος	[and] Titus
εἰς	to
Δαλματίαν·	Dalmatia.
μόνος	alone
Λουκᾶς	Luke
ἐστιν	is
μετ’	with
ἐμοῦ.	me.
ἀναλαβὼν	having taken,
Μᾶρκον	Mark
ἄγε	bring [him]
μετὰ	with
σεαυτοῦ·	you;
γάρ	for
ἔστιν	he is
εὔχρηστος	useful
μοι	to me
εἰς	for
διακονίαν.	[the] ministry.
Τυχικὸν	Tychicus
δὲ	however
ἀπέστειλα	I have sent
εἰς	to
Ἔφεσον.	Ephesus.
ἐρχόμενος	[upon] coming
φέρε,	bring,
τὸν	The
φαιλόνην*,	cloak
ὃν	that
ἀπέλιπον	I left
παρὰ	with
Κάρπῳ,	Carpus,
ἐν	in
Τρῳάδι	Troas
καὶ	and
τὰ	the
βιβλία,	books,
μάλιστα	especially
τὰς	the
μεμβράνας.	parchments.
Ἀλέξανδρος	Alexander
ὁ	the
χαλκεὺς	coppersmith
ἐνεδείξατο·	did.
πολλά	great
κακὰ	harm
μοι	to me
ὁ	the
Κύριος	Lord
ἀποδώσει	Will render
αὐτῷ	to him
κατὰ	according to
αὐτοῦ·	of him,
τὰ	the
ἔργα	deeds
σὺ	you
καὶ	also
φυλάσσου·	beware of,
ὃν	whom
γὰρ	for
λίαν	exceedingly
ἀντέστη	he has opposed
ἡμετέροις	our
τοῖς	-
λόγοις.	message.
Ἐν	In
μου	of me
πρώτῃ	first
τῇ	-
ἀπολογίᾳ	defense,
οὐδείς	no one
παρεγένετο,	has stood with,
μοι	me
ἀλλὰ	but
πάντες	all
ἐγκατέλιπον·	deserted.
με	me
μὴ	Not
λογισθείη·	may it be charged!
αὐτοῖς	to them
δὲ	And
ὁ	-
Κύριός	the Lord
παρέστη	stood by
μοι	me
καὶ	and
ἐνεδυνάμωσέν	strengthened
με,	me,
ἵνα	so that
δι’	through
ἐμοῦ	me
τὸ	the
κήρυγμα	proclamation
πληροφορηθῇ	would be fully accomplished,
καὶ	and
πάντα	all
τὰ	the
ἔθνη,	Gentiles.
ἀκούσωσιν	should hear
καὶ	And
ἐρρύσθην	I was delivered
ἐκ	out of
στόματος	[the] mouth
λέοντος.	of the lion.
ὁ	the
Κύριος	Lord
ῥύσεταί	Will deliver
με	me
ἀπὸ	from
παντὸς	every
πονηροῦ	evil
ἔργου	deed
καὶ	and
σώσει	will bring [me] safely
εἰς	into
αὐτοῦ	of Him
τὴν	-
ἐπουράνιον·	heavenly,
τὴν	the
βασιλείαν	kingdom
ᾧ	to whom [is]
ἡ	the
δόξα	glory
εἰς	unto
τοὺς	the
αἰῶνας	ages
τῶν	of the
αἰώνων,	ages.
ἀμήν.	Amen.
Ἄσπασαι	Greet
Πρίσκαν	Prisca
καὶ	and
Ἀκύλαν	Aquila,
καὶ	and
τὸν	the
οἶκον.	house.
Ὀνησιφόρου	of Onesiphorus
Ἔραστος	Erastus
ἔμεινεν	remained
ἐν	in
Κορίνθῳ,	Corinth;
δὲ	however
Τρόφιμον	Trophimus
ἀπέλιπον	I left
ἀσθενοῦντα.	ailing.
ἐν	in
Μιλήτῳ	Miletus
Σπούδασον	Be earnest
ἐλθεῖν.	to come.
πρὸ	before
χειμῶνος	winter
Εὔβουλος	Eubulus,
Ἀσπάζεταί	Greets
σε	you
καὶ	and
Πούδης	Pudens,
καὶ	and
Λίνος	Linus,
καὶ	and
Κλαυδία	Claudia,
καὶ	and
πάντες.	all.
οἱ	the
ἀδελφοὶ	brothers
Ὁ	The
Κύριος	Lord
μετὰ	[be] with
σου.	of you.
τοῦ	the
πνεύματός	spirit
ἡ	-
χάρις	Grace [be]
μεθ’	with
ὑμῶν.	you all.
⧼Ἀμήν⧽.	Amen.
Παῦλος	Paul,
δοῦλος	a servant
Θεοῦ,	of God,
δὲ	now
ἀπόστολος	an apostle
Ἰησοῦ	of Jesus
Χριστοῦ	Christ,
κατὰ	according to
πίστιν	[the] faith
Θεοῦ	of God,
ἐκλεκτῶν	of [the] elect
καὶ	and
ἐπίγνωσιν	knowledge
ἀληθείας	of [the] truth,
τῆς	which [is]
κατ’	according to
εὐσέβειαν	godliness,
ἐπ’	in
ἐλπίδι	[the] hope
αἰωνίου,	eternal,
ζωῆς	of life
ἣν	which
ὁ	-
Θεὸς	God,
ἀψευδὴς	who cannot lie,
ἐπηγγείλατο	promised
πρὸ	before
χρόνων	time
αἰωνίων,	eternal;
δὲ	now,
ἰδίοις	[His] own,
καιροῖς	[in] seasons
ἐφανέρωσεν	He revealed
τὸν	in the
αὐτοῦ	of Him,
λόγον	word
ἐν	in
κηρύγματι	[the] proclamation
ἐπιστεύθην	have been entrusted
ὃ	with which
ἐγὼ	I,
κατ’	according to
ἐπιταγὴν	[the] commandment
Θεοῦ,	God.
ἡμῶν	of us,
τοῦ	of the
Σωτῆρος	Savior
Τίτῳ	To Titus,
γνησίῳ	[my] true
τέκνῳ	child
κατὰ	according to
κοινὴν	[our] common
πίστιν·	faith:
Χάρις	Grace
καὶ	and
εἰρήνη	peace
ἀπὸ	from
Θεοῦ	God
Πατρὸς	[the] Father
καὶ	and
Χριστοῦ	Christ
Ἰησοῦ	Jesus
ἡμῶν.	of us.
τοῦ	the
Σωτῆρος	Savior
χάριν	on account,
Τούτου	Of this
ἀπέλιπόν	I left
σε	you
ἐν	in
Κρήτῃ	Crete,
ἵνα	so that
ἐπιδιορθώσῃ,	you might set in order,
τὰ	the things
λείποντα	lacking
καὶ	and
καταστήσῃς	might appoint
πρεσβυτέρους,	elders,
κατὰ	in every
πόλιν	town
ὡς	as
ἐγώ	I
διεταξάμην,	directed,
σοι	you
εἴ	if
τίς	anyone
ἐστιν	is
ἀνέγκλητος,	blameless,
ἀνήρ,	[the] husband,
μιᾶς	of one
γυναικὸς	wife
ἔχων	having
τέκνα	children
πιστά,	believing,
μὴ	not
ἐν	under
κατηγορίᾳ	accusation
ἀσωτίας	of debauchery,
ἢ	or
ἀνυπότακτα.	insubordinate.
γὰρ	for
ὡς	as
Θεοῦ	God’s
οἰκονόμον,	steward;
τὸν	the
ἐπίσκοπον	overseer
Δεῖ	It behooves
εἶναι	to be,
ἀνέγκλητον	blameless
μὴ	not
αὐθάδη,	self-willed,
μὴ	not
ὀργίλον,	quick tempered,
μὴ	not
πάροινον,	given to wine,
μὴ	not
πλήκτην,	a striker,
μὴ	not
αἰσχροκερδῆ,	greedy of base gain,
ἀλλὰ	but
φιλόξενον,	hospitable,
φιλάγαθον,	a lover of good,
σώφρονα,	self-controlled,
δίκαιον,	upright,
ὅσιον,	holy,
ἐγκρατῆ,	[and] disciplined;
ἀντεχόμενον	holding to
τοῦ	the
πιστοῦ	faithful
λόγου,	word,
κατὰ	according to
τὴν	the
διδαχὴν	teaching
ἵνα	that
ἐν	with
τῇ	-
ὑγιαινούσῃ	sound,
τῇ	-
διδασκαλίᾳ	teaching
ᾖ	he may be
δυνατὸς	able
καὶ	both
παρακαλεῖν	to encourage
καὶ	and
ἐλέγχειν.	to convict.
τοὺς	those
ἀντιλέγοντας	contradicting [it]
γὰρ	for
πολλοὶ	many
Εἰσὶν	There are
ἀνυπότακτοι,	insubordinate,
‹καὶ›	also
ματαιολόγοι	empty talkers,
καὶ	and
φρεναπάται,	deceivers,
μάλιστα	especially
οἱ	those
ἐκ	of
τῆς	the
περιτομῆς,	circumcision,
οὓς	whom
δεῖ	it is necessary
ἐπιστομίζειν,	to silence,
χάριν.	for [the] sake of.
αἰσχροῦ	base
κέρδους	gain
οἵτινες	who
ἀνατρέπουσιν	overthrow,
ὅλους	whole
οἴκους	households
διδάσκοντες	teaching
ἃ	things that [they]
δεῖ	ought,
μὴ	not
τις	one
ἐξ	of
αὐτῶν	them,
αὐτῶν	of them,
ἴδιος	own
προφήτης	a prophet,
εἶπέν	Said
“Κρῆτες	Cretans
ἀεὶ	[are] always
ψεῦσται,	liars,
κακὰ	evil
θηρία,	beasts,
ἀργαί.”	lazy.”
γαστέρες	gluttons
αὕτη	this
Ἡ	The
μαρτυρία	testimony
ἐστὶν	is
ἀληθής.	true,
δι’	for
ἣν	which
αἰτίαν	cause
ἔλεγχε	rebuke
αὐτοὺς	them
ἀποτόμως,	severely,
ἵνα	so that
ὑγιαίνωσιν	they may be sound
ἐν	in
τῇ	the
πίστει,	faith,
μὴ	not
προσέχοντες	giving heed
Ἰουδαϊκοῖς	to Jewish
μύθοις	myths
καὶ	and
ἐντολαῖς	[the] commandments
ἀνθρώπων	of men,
ἀποστρεφομένων	turning away from
τὴν	the
ἀλήθειαν.	truth.
τοῖς	to the
καθαροῖς·	pure;
Πάντα	All things [are]
καθαρὰ	pure
δὲ	however
τοῖς	to those
μεμιαμμένοις	being defiled
καὶ	and
ἀπίστοις	unbelieving,
οὐδὲν	nothing
καθαρόν,	[is] pure;
ἀλλὰ	Instead,
καὶ	both
αὐτῶν	their
ὁ	-
νοῦς	mind
καὶ	and
ἡ	-
συνείδησις.	conscience.
μεμίανται	are defiled
ὁμολογοῦσιν	they profess
εἰδέναι,	to know;
Θεὸν	God
δὲ	however
ἀρνοῦνται,	they deny [Him],
τοῖς	in
ἔργοις	works,
ὄντες	being
βδελυκτοὶ	detestable
καὶ	and
ἀπειθεῖς	disobedient,
καὶ	and
ἀδόκιμοι.	unfit.
πρὸς	for
πᾶν	any
ἀγαθὸν	good,
ἔργον	work
δὲ	however
Σὺ	You
λάλει	speak
ἃ	the things that
πρέπει	are consistent with
ὑγιαινούσῃ	sound
τῇ	-
διδασκαλίᾳ.	doctrine.
Πρεσβύτας	[The] aged [men]
εἶναι,	are to be,
νηφαλίους	sober-minded
σεμνούς,	dignified,
σώφρονας,	self-controlled,
ὑγιαίνοντας	sound
τῇ	-
πίστει,	in faith,
τῇ	-
ἀγάπῃ,	in love,
τῇ	-
ὑπομονῇ·	in endurance;
πρεσβύτιδας	[the] aged [women]
ὡσαύτως	likewise,
ἱεροπρεπεῖς,	reverent,
ἐν	in
καταστήματι	behavior
μὴ	not
διαβόλους	slanderers,
μηδὲ	not
δεδουλωμένας,	being enslaved,
πολλῷ	much
οἴνῳ	to wine
καλοδιδασκάλους,	teachers of what is good,
ἵνα	so that
σωφρονίζωσιν	they may train
τὰς	the
νέας	young [women]
εἶναι,	to be,
φιλάνδρους	lovers of [their] husbands
φιλοτέκνους,	loving [their] children,
σώφρονας,	self-controlled,
ἁγνάς,	pure,
οἰκουργούς,	keepers at home,
ἀγαθάς,	kind,
ὑποτασσομένας	being subject
τοῖς	to the
ἰδίοις	own
ἀνδράσιν,	husbands,
ἵνα	so that
ὁ	the
λόγος	word
τοῦ	-
Θεοῦ	of God
μὴ	not
βλασφημῆται.	should be maligned.
ὡσαύτως	likewise,
παρακάλει	exhort
Τοὺς	The
νεωτέρους	younger [men],
σωφρονεῖν	to be self-controlled.
Περὶ	In
πάντα,	all things
παρεχόμενος	be holding forth
σεαυτὸν	yourself
τύπον	[as] a pattern
καλῶν	of good
ἔργων,	works;
ἐν	in
τῇ	the
διδασκαλίᾳ	teaching
ἀφθορίαν,	integrity,
σεμνότητα,	dignity,
ὑγιῆ	sound,
λόγον	speech
ἀκατάγνωστον,	beyond reproach,
ἵνα	so that
ὁ	he who is
ἐξ	of the
ἐναντίας	contrary
ἐντραπῇ	may be ashamed,
ἔχων	having
μηδὲν	nothing
φαῦλον.	evil.
λέγειν	to say
περὶ	concerning
ἡμῶν	us
Δούλους	Servants
ὑποτάσσεσθαι	are to be subject,
ἰδίοις	to their own
δεσπόταις	masters
ἐν	in
πᾶσιν,	everything
εἶναι,	to be,
εὐαρέστους	well-pleasing
μὴ	not
ἀντιλέγοντας,	gainsaying,
μὴ	not
νοσφιζομένους,	pilfering,
ἀλλὰ	but
ἐνδεικνυμένους	showing
πᾶσαν	all
ἀγαθήν,	good,
πίστιν	fidelity
ἵνα	so that
ἐν	in
πᾶσιν.	all things.
κοσμῶσιν	they may adorn
τὴν	the
διδασκαλίαν	doctrine
τὴν	of
τοῦ	the
Θεοῦ	God,
ἡμῶν	of us,
Σωτῆρος	Savior
γὰρ	for
ἡ	the
χάρις	grace
τοῦ	-
Θεοῦ	of God,
Ἐπεφάνη	Has appeared
σωτήριος	bringing salvation
πᾶσιν	to all
ἀνθρώποις,	men,
παιδεύουσα	instructing
ἡμᾶς,	us
ἵνα	that,
ἀρνησάμενοι	having denied
τὴν	-
ἀσέβειαν	ungodliness
καὶ	and
κοσμικὰς	worldly
τὰς	-
ἐπιθυμίας	passions,
ζήσωμεν	we should live
σωφρόνως	discreetly
καὶ	and
δικαίως	righteously
καὶ	and
εὐσεβῶς	piously
ἐν	in
τῷ	the
νῦν	present
αἰῶνι,	age,
προσδεχόμενοι	awaiting
τὴν	the
μακαρίαν	blessed
ἐλπίδα	hope
καὶ	and
τῆς	of the
δόξης	glory
ἐπιφάνειαν	[the] appearing
τοῦ	of the
ἡμῶν	of us,
μεγάλου	great
Θεοῦ	God
καὶ	and
Σωτῆρος	Savior
Ἰησοῦ,	Jesus,
Χριστοῦ ⇔	Christ
ὃς	who
ἔδωκεν	gave
ἑαυτὸν	Himself
ὑπὲρ	for
ἡμῶν	us,
ἵνα	that
λυτρώσηται	He might redeem
ἡμᾶς	us
ἀπὸ	from
πάσης	all
ἀνομίας	lawlessness,
καὶ	and
καθαρίσῃ	might purify
ἑαυτῷ	to Himself
λαὸν	a people
περιούσιον,	specially chosen,
ζηλωτὴν	zealous
καλῶν	of good
ἔργων.	works.
λάλει	speak,
Ταῦτα	These things
καὶ	and
παρακάλει	exhort,
καὶ	and
ἔλεγχε	rebuke
μετὰ	with
πάσης	all
ἐπιταγῆς·	authority.
μηδείς	No one
περιφρονείτω.	let despise.
σου	you
Ὑπομίμνῃσκε	Remind
αὐτοὺς	them
ὑποτάσσεσθαι,	to be subject,
ἀρχαῖς	to rulers,
ἐξουσίαις	to authorities,
πειθαρχεῖν,	to be obedient;
εἶναι,	to be;
ἑτοίμους	ready
πρὸς	for
πᾶν	every
ἀγαθὸν	good,
ἔργον	work
βλασφημεῖν,	to speak evil of,
μηδένα	no one
εἶναι,	to be,
ἀμάχους	peaceable
ἐπιεικεῖς,	gentle,
ἐνδεικνυμένους	showing
πᾶσαν	all
πραΰτητα	humility
πρὸς	toward
πάντας	all
ἀνθρώπους.	men.
γάρ	for
ποτε	once
ἡμεῖς	we ourselves
καὶ	also
Ἦμεν	Were
ἀνόητοι,	foolish,
ἀπειθεῖς,	disobedient,
πλανώμενοι,	being deceived,
δουλεύοντες	serving
ποικίλαις,	various,
ἐπιθυμίαις	lusts
καὶ	and
ἡδοναῖς	pleasures
διάγοντες,	living,
ἐν	in
κακίᾳ	malice
καὶ	and
φθόνῳ	envy
στυγητοί,	hateful,
μισοῦντες	hating
ἀλλήλους.	one another.
δὲ	however
Ὅτε	When
ἡ	the
χρηστότης	kindness
τοῦ	of the
Θεοῦ,	God,
ἡμῶν	of us,
Σωτῆρος	Savior
καὶ	and
ἡ	the
φιλανθρωπία	love of mankind
ἐπεφάνη	appeared,
ἔσωσεν	He saved
ἡμᾶς	us
οὐκ	not
ἐξ	by
ἐν	in
δικαιοσύνῃ	righteousness
ἔργων	works
τῶν	-
ἃ	that
ἡμεῖς	we,
ἐποιήσαμεν	did
ἀλλὰ	but
κατὰ	according to
αὐτοῦ	His
τὸ	-
ἔλεος	mercy,
διὰ	through
λουτροῦ	[the] washing
παλινγενεσίας	of regeneration
καὶ	and
ἀνακαινώσεως	renewing
Ἁγίου,	Holy,
Πνεύματος	of [the] Spirit
οὗ	whom
ἐξέχεεν	He poured out
ἐφ’	on
ἡμᾶς	us
πλουσίως	richly
διὰ	through
Ἰησοῦ	Jesus
Χριστοῦ	Christ,
ἡμῶν,	of us,
τοῦ	the
Σωτῆρος	Savior
ἵνα	so that,
δικαιωθέντες	having been justified
ἐκείνου	by that
τῇ	-
χάριτι	grace,
γενηθῶμεν	we should become
κληρονόμοι	heirs
κατ’	according to
ἐλπίδα	[the] hope
αἰωνίου.	eternal.
ζωῆς	of life
ὁ	the
λόγος,	saying,
Πιστὸς	Trustworthy [is]
